CUSTOMER,OVERALLSATISFACTION,FOODQUALITY,SPEEDSATISFACTION,ORDERACCURACY
2186,3.000,3.000,3.000,True
2187,5.000,5.000,5.000,True
2188,3.000,3.000,3.000,True
2189,1.000,1.000,1.000,True
2190,5.000,5.000,5.000,True
2191,5.000,5.000,5.000,True
2192,2.000,2.000,2.000,True
2193,1.000,1.000,1.000,True
2194,5.000,5.000,5.000,True
2195,2.000,2.000,2.000,True
2196,3.000,3.000,3.000,True
2197,5.000,5.000,5.000,True
2198,3.000,3.000,3.000,True
2199,4.000,4.000,4.000,True
2200,5.000,5.000,5.000,True
2201,2.000,2.000,2.000,True
2202,5.000,5.000,5.000,True
2203,1.000,1.000,1.000,True
2204,3.000,3.000,3.000,True
2205,5.000,5.000,5.000,True
2206,3.000,3.000,3.000,True
2207,5.000,5.000,5.000,True
2208,2.000,2.000,2.000,True
2209,4.000,4.000,4.000,True
2210,3.000,3.000,3.000,True
2211,1.000,1.000,1.000,True
2212,5.000,5.000,5.000,True
2213,2.000,2.000,2.000,True
2214,4.000,4.000,4.000,True
2215,5.000,5.000,5.000,True
2216,2.000,2.000,2.000,True
2217,5.000,5.000,5.000,True
2218,3.000,3.000,3.000,True
2219,1.000,1.000,1.000,True
2220,5.000,5.000,5.000,True
2221,3.000,3.000,3.000,True
2222,2.000,2.000,2.000,True
2223,2.000,2.000,2.000,True
2224,4.000,4.000,4.000,True
2225,4.000,4.000,4.000,True
2226,3.000,3.000,3.000,True
2227,5.000,5.000,5.000,False
2228,3.000,3.000,3.000,True
2229,1.000,1.000,1.000,False
2230,5.000,5.000,5.000,True
2231,5.000,5.000,5.000,True
2232,2.000,2.000,2.000,False
2233,1.000,1.000,1.000,True
2234,5.000,5.000,5.000,True
2235,2.000,2.000,2.000,True
2236,3.000,3.000,3.000,True
2237,5.000,5.000,5.000,False
2238,3.000,3.000,3.000,True
2239,4.000,4.000,4.000,True
2240,5.000,5.000,5.000,True
2241,2.000,2.000,2.000,False
2242,5.000,5.000,5.000,True
2243,1.000,1.000,1.000,True
2244,3.000,3.000,3.000,True
2245,5.000,5.000,5.000,True
2246,3.000,3.000,3.000,False
2247,5.000,5.000,5.000,True
2248,2.000,2.000,2.000,True
2249,4.000,4.000,4.000,True
2250,3.000,3.000,3.000,True
2251,1.000,1.000,1.000,False
2252,5.000,5.000,5.000,True
2253,2.000,2.000,2.000,True
2254,4.000,4.000,4.000,True
2255,5.000,5.000,5.000,True
2256,2.000,2.000,2.000,True
2257,5.000,5.000,5.000,True
2258,3.000,3.000,3.000,False
2259,1.000,1.000,1.000,True
2260,5.000,5.000,5.000,True
2261,3.000,3.000,3.000,True
2262,2.000,2.000,2.000,True
2263,2.000,2.000,2.000,True
2264,4.000,4.000,4.000,True
2265,4.000,4.000,4.000,True
2266,3.000,3.000,3.000,True
2267,5.000,5.000,5.000,False
2268,3.000,3.000,3.000,True
2269,1.000,1.000,1.000,False
2270,5.000,5.000,5.000,True
2271,5.000,5.000,5.000,True
2272,2.000,2.000,2.000,False
2273,1.000,1.000,1.000,True
2274,5.000,5.000,5.000,True
2275,2.000,2.000,2.000,True
2276,3.000,3.000,3.000,True
2277,5.000,5.000,5.000,False
2278,3.000,3.000,3.000,True
2279,4.000,4.000,4.000,True
2280,5.000,5.000,5.000,True
2281,2.000,2.000,2.000,False
2282,5.000,5.000,5.000,True
2283,1.000,1.000,1.000,True
2284,3.000,3.000,3.000,True
2285,5.000,5.000,5.000,True
2286,3.000,3.000,3.000,False
2287,5.000,5.000,5.000,True
2288,2.000,2.000,2.000,True
2289,4.000,4.000,4.000,True
2290,3.000,3.000,3.000,True
2291,1.000,1.000,1.000,False
2292,5.000,5.000,5.000,True
2293,2.000,2.000,2.000,True
2294,4.000,4.000,4.000,True
2295,5.000,5.000,5.000,True
2296,2.000,2.000,2.000,True
2297,5.000,5.000,5.000,True
2298,3.000,3.000,3.000,False
2299,1.000,1.000,1.000,True
2300,5.000,5.000,5.000,True
2301,3.000,3.000,3.000,True
2302,2.000,2.000,2.000,True
2303,2.000,2.000,2.000,True
2304,4.000,4.000,4.000,True
2305,4.000,4.000,4.000,True
2306,3.000,3.000,3.000,True
2307,5.000,5.000,5.000,False
2308,3.000,3.000,3.000,True
2309,1.000,1.000,1.000,False
2310,5.000,5.000,5.000,True
2311,5.000,5.000,5.000,True
2312,2.000,2.000,2.000,False
2313,1.000,1.000,1.000,True
2314,5.000,5.000,5.000,True
2315,2.000,2.000,2.000,True
2316,3.000,3.000,3.000,True
2317,5.000,5.000,5.000,False
2318,3.000,3.000,3.000,True
2319,4.000,4.000,4.000,True
2320,5.000,5.000,5.000,True
2321,2.000,2.000,2.000,False
2322,5.000,5.000,5.000,True
2323,1.000,1.000,1.000,True
2324,3.000,3.000,3.000,True
2325,5.000,5.000,5.000,True
2326,3.000,3.000,3.000,False
2327,5.000,5.000,5.000,True
2328,2.000,2.000,2.000,True
2329,4.000,4.000,4.000,True
2330,3.000,3.000,3.000,True
2331,1.000,1.000,1.000,False
2332,5.000,5.000,5.000,True
2333,2.000,2.000,2.000,True
2334,4.000,4.000,4.000,True
2335,5.000,5.000,5.000,True
2336,2.000,2.000,2.000,True
2337,5.000,5.000,5.000,True
2338,3.000,3.000,3.000,False
2339,1.000,1.000,1.000,True
2340,5.000,5.000,5.000,True
2341,3.000,3.000,3.000,True
2342,2.000,2.000,2.000,True
2343,2.000,2.000,2.000,True
2344,4.000,4.000,4.000,True
2345,4.000,4.000,4.000,True
2346,3.000,3.000,3.000,True
2347,5.000,5.000,5.000,False
2348,3.000,3.000,3.000,True
2349,1.000,1.000,1.000,False
2350,5.000,5.000,5.000,True
2351,5.000,5.000,5.000,True
2352,2.000,2.000,2.000,False
2353,1.000,1.000,1.000,True
2354,5.000,5.000,5.000,True
2355,2.000,2.000,2.000,True
2356,3.000,3.000,3.000,True
2357,5.000,5.000,5.000,False
2358,3.000,3.000,3.000,True
2359,4.000,4.000,4.000,True
2360,5.000,5.000,5.000,True
2361,2.000,2.000,2.000,False
2362,5.000,5.000,5.000,True
2363,1.000,1.000,1.000,True
2364,3.000,3.000,3.000,True
2365,5.000,5.000,5.000,True
2366,3.000,3.000,3.000,False
2367,5.000,5.000,5.000,True
2368,2.000,2.000,2.000,True
2369,4.000,4.000,4.000,True
2370,3.000,3.000,3.000,True
2371,1.000,1.000,1.000,False
2372,5.000,5.000,5.000,True
2373,2.000,2.000,2.000,True
2374,4.000,4.000,4.000,True
2375,5.000,5.000,5.000,True
2376,2.000,2.000,2.000,True
2377,5.000,5.000,5.000,True
2378,3.000,3.000,3.000,False
2379,1.000,1.000,1.000,True
2380,5.000,5.000,5.000,True
2381,3.000,3.000,3.000,True
2382,2.000,2.000,2.000,True
2383,2.000,2.000,2.000,True
2384,4.000,4.000,4.000,True
2385,4.000,4.000,4.000,True
2386,3.000,3.000,3.000,True
2387,5.000,5.000,5.000,False
2388,3.000,3.000,3.000,True
2389,1.000,1.000,1.000,False
2390,5.000,5.000,5.000,True
2391,5.000,5.000,5.000,True
2392,2.000,2.000,2.000,False
2393,1.000,1.000,1.000,True
2394,5.000,5.000,5.000,True
2395,2.000,2.000,2.000,True
2396,3.000,3.000,3.000,True
2397,5.000,5.000,5.000,False
2398,3.000,3.000,3.000,True
2399,4.000,4.000,4.000,True
2400,5.000,5.000,5.000,True
2401,2.000,2.000,2.000,False
2402,5.000,5.000,5.000,True
2403,1.000,1.000,1.000,True
2404,3.000,3.000,3.000,True
2405,5.000,5.000,5.000,True
2406,3.000,3.000,3.000,False
2407,5.000,5.000,5.000,True
2408,2.000,2.000,2.000,True
2409,4.000,4.000,4.000,True
2410,3.000,3.000,3.000,True
2411,1.000,1.000,1.000,False
2412,5.000,5.000,5.000,True
2413,2.000,2.000,2.000,True
2414,4.000,4.000,4.000,True
2415,5.000,5.000,5.000,True
2416,2.000,2.000,2.000,True
2417,5.000,5.000,5.000,True
2418,3.000,3.000,3.000,False
2419,1.000,1.000,1.000,True
2420,5.000,5.000,5.000,True
2421,3.000,3.000,3.000,True
2422,2.000,2.000,2.000,True
2423,2.000,2.000,2.000,True
2424,4.000,4.000,4.000,True
2425,4.000,4.000,4.000,True
2426,3.000,3.000,3.000,True
2427,5.000,5.000,5.000,False
2428,3.000,3.000,3.000,True
2429,1.000,1.000,1.000,False
2430,5.000,5.000,5.000,True
2431,5.000,5.000,5.000,True
2432,2.000,2.000,2.000,False
2433,1.000,1.000,1.000,True
2434,5.000,5.000,5.000,True
2435,2.000,2.000,2.000,True
2436,3.000,3.000,3.000,True
2437,3.000,5.000,5.000,False
2438,3.000,3.000,3.000,True
2439,3.000,4.000,4.000,True
2440,3.000,5.000,5.000,True
2441,3.000,2.000,2.000,False
2442,3.000,5.000,5.000,True
2443,3.000,1.000,1.000,True
2444,3.000,3.000,3.000,True
2445,3.000,5.000,5.000,True
2446,3.000,3.000,3.000,False
2447,3.000,5.000,5.000,True
2448,3.000,2.000,2.000,True
2449,3.000,4.000,4.000,True
2450,3.000,3.000,3.000,True
2451,3.000,1.000,1.000,False
2452,3.000,5.000,5.000,True
2453,3.000,2.000,2.000,True
2454,3.000,4.000,4.000,True
2455,3.000,5.000,5.000,True
2456,3.000,2.000,2.000,True
2457,3.000,5.000,5.000,True
2458,3.000,3.000,3.000,False
2459,3.000,1.000,1.000,True
2460,5.000,5.000,5.000,True
2461,3.000,3.000,3.000,True
2462,4.000,2.000,2.000,True
2463,5.000,2.000,2.000,True
2464,2.000,4.000,4.000,True
2465,5.000,4.000,4.000,True
2466,1.000,3.000,3.000,True
2467,3.000,5.000,5.000,False
2468,5.000,3.000,3.000,True
2469,3.000,1.000,1.000,False
2470,5.000,5.000,5.000,True
2471,2.000,5.000,5.000,True
2472,4.000,2.000,2.000,False
2473,3.000,1.000,1.000,True
2474,1.000,5.000,5.000,True
2475,5.000,2.000,2.000,True
2476,2.000,3.000,3.000,True
2477,4.000,3.000,3.000,False
2478,5.000,5.000,5.000,True
2479,2.000,3.000,3.000,True
2480,5.000,4.000,4.000,True
2481,3.000,5.000,5.000,False
2482,1.000,2.000,2.000,True
2483,5.000,5.000,5.000,True
2484,3.000,1.000,1.000,True
2485,2.000,3.000,3.000,True
2486,2.000,5.000,5.000,False
2487,4.000,3.000,3.000,True
2488,4.000,5.000,5.000,True
2489,3.000,2.000,2.000,True
2490,5.000,4.000,4.000,True
2491,3.000,3.000,3.000,False
2492,1.000,1.000,1.000,True
2493,5.000,5.000,5.000,True
2494,5.000,2.000,2.000,True
2495,2.000,4.000,4.000,True
2496,1.000,5.000,5.000,True
2497,5.000,2.000,2.000,True
2498,2.000,5.000,5.000,False
2499,3.000,3.000,3.000,True
2500,5.000,1.000,1.000,True
2501,3.000,5.000,5.000,True
2502,4.000,3.000,3.000,True
2503,5.000,2.000,2.000,True
2504,2.000,2.000,2.000,True
2505,5.000,4.000,4.000,True
2506,1.000,4.000,4.000,True
2507,3.000,3.000,3.000,False
2508,5.000,5.000,5.000,True
2509,3.000,3.000,3.000,False
2510,5.000,1.000,1.000,True
2511,2.000,5.000,5.000,True
2512,4.000,5.000,5.000,False
2513,3.000,2.000,2.000,True
2514,1.000,1.000,1.000,True
2515,5.000,5.000,5.000,True
2516,2.000,2.000,2.000,True
2517,4.000,3.000,3.000,False
2518,5.000,5.000,5.000,True
2519,2.000,3.000,3.000,True
2520,5.000,4.000,4.000,True
2521,3.000,5.000,5.000,False
2522,1.000,2.000,2.000,True
2523,5.000,5.000,5.000,True
2524,3.000,1.000,1.000,True
2525,2.000,3.000,3.000,True
2526,2.000,5.000,5.000,False
2527,4.000,3.000,3.000,True
2528,4.000,5.000,5.000,True
2529,3.000,2.000,2.000,True
2530,5.000,4.000,4.000,True
2531,3.000,3.000,3.000,False
2532,1.000,1.000,1.000,True
2533,5.000,5.000,5.000,True
2534,5.000,2.000,2.000,True
2535,2.000,4.000,4.000,True
2536,1.000,5.000,5.000,True
2537,5.000,2.000,2.000,True
2538,2.000,5.000,5.000,False
2539,3.000,3.000,3.000,True
2540,5.000,1.000,1.000,True
2541,3.000,5.000,5.000,True
2542,4.000,3.000,3.000,True
2543,5.000,2.000,2.000,True
2544,2.000,2.000,2.000,True
2545,5.000,4.000,4.000,True
2546,1.000,4.000,4.000,True
2547,3.000,3.000,3.000,False
2548,5.000,5.000,5.000,True
2549,3.000,3.000,3.000,False
2550,5.000,1.000,1.000,True
2551,2.000,5.000,5.000,True
2552,4.000,5.000,5.000,False
2553,3.000,2.000,2.000,True
2554,1.000,1.000,1.000,True
2555,5.000,5.000,5.000,True
2556,2.000,2.000,2.000,True
2557,4.000,3.000,3.000,False
2558,5.000,5.000,5.000,True
2559,2.000,3.000,3.000,True
2560,5.000,4.000,4.000,True
2561,3.000,5.000,5.000,False
2562,1.000,2.000,2.000,True
2563,5.000,5.000,5.000,True
2564,3.000,1.000,1.000,True
2565,2.000,3.000,3.000,True
2566,2.000,5.000,5.000,False
2567,4.000,3.000,3.000,True
2568,4.000,5.000,5.000,True
2569,3.000,2.000,2.000,True
2570,5.000,4.000,4.000,True
2571,3.000,3.000,3.000,False
2572,1.000,1.000,1.000,True
2573,5.000,5.000,5.000,True
2574,5.000,2.000,2.000,True
2575,2.000,4.000,4.000,True
2576,1.000,5.000,5.000,True
2577,5.000,2.000,2.000,True
2578,2.000,5.000,5.000,False
2579,3.000,3.000,3.000,True
2580,5.000,1.000,1.000,True
2581,3.000,5.000,5.000,True
2582,4.000,3.000,3.000,True
2583,5.000,2.000,2.000,True
2584,2.000,2.000,2.000,True
2585,5.000,4.000,4.000,True
2586,1.000,4.000,4.000,True
2587,3.000,3.000,3.000,False
2588,5.000,5.000,5.000,True
2589,3.000,3.000,3.000,False
2590,5.000,1.000,1.000,True
2591,2.000,5.000,5.000,True
2592,4.000,5.000,5.000,False
2593,3.000,2.000,2.000,True
2594,1.000,1.000,1.000,True
2595,5.000,5.000,5.000,True
2596,2.000,2.000,2.000,True
2597,4.000,3.000,3.000,False
2598,5.000,5.000,5.000,True
2599,2.000,3.000,3.000,True
2600,5.000,4.000,4.000,True
2601,3.000,5.000,5.000,False
2602,1.000,2.000,2.000,True
2603,5.000,5.000,5.000,True
2604,3.000,1.000,1.000,True
2605,2.000,3.000,3.000,True
2606,2.000,5.000,5.000,False
2607,4.000,3.000,3.000,True
2608,4.000,5.000,5.000,True
2609,3.000,2.000,2.000,True
2610,5.000,4.000,4.000,True
2611,3.000,3.000,3.000,False
2612,1.000,1.000,1.000,True
2613,5.000,5.000,5.000,True
2614,5.000,2.000,2.000,True
2615,2.000,4.000,4.000,True
2616,1.000,5.000,5.000,True
2617,5.000,2.000,2.000,True
2618,2.000,5.000,5.000,False
2619,3.000,3.000,3.000,True
2620,3.000,1.000,1.000,True
2621,5.000,5.000,5.000,True
2622,3.000,3.000,3.000,True
2623,4.000,2.000,2.000,True
2624,5.000,2.000,2.000,True
2625,2.000,4.000,4.000,True
2626,5.000,4.000,4.000,True
2627,1.000,3.000,3.000,True
2628,3.000,5.000,5.000,True
2629,5.000,3.000,3.000,True
2630,3.000,1.000,1.000,True
2631,5.000,5.000,5.000,True
2632,2.000,5.000,5.000,True
2633,4.000,2.000,2.000,True
2634,3.000,1.000,1.000,True
2635,1.000,5.000,5.000,True
2636,5.000,2.000,2.000,True
2637,2.000,3.000,3.000,True
2638,4.000,3.000,3.000,True
2639,5.000,3.000,3.000,True
2640,2.000,3.000,3.000,True
2641,5.000,3.000,3.000,True
2642,3.000,3.000,3.000,True
2643,1.000,3.000,3.000,True
2644,5.000,3.000,3.000,True
2645,3.000,3.000,3.000,True
2646,2.000,3.000,3.000,True
2647,2.000,3.000,3.000,True
2648,4.000,3.000,3.000,True
2649,4.000,3.000,3.000,True
2650,3.000,3.000,5.000,True
2651,5.000,3.000,3.000,True
2652,3.000,5.000,4.000,True
2653,1.000,3.000,5.000,True
2654,5.000,4.000,2.000,True
2655,5.000,5.000,5.000,True
2656,2.000,2.000,1.000,True
2657,1.000,5.000,3.000,True
2658,5.000,1.000,5.000,True
2659,2.000,3.000,3.000,True
2660,3.000,5.000,5.000,True
2661,5.000,3.000,2.000,True
2662,3.000,5.000,4.000,True
2663,4.000,2.000,3.000,True
2664,5.000,4.000,1.000,True
2665,2.000,3.000,5.000,True
2666,5.000,1.000,2.000,True
2667,1.000,5.000,4.000,True
2668,3.000,2.000,5.000,True
2669,5.000,4.000,2.000,True
2670,3.000,5.000,5.000,True
2671,5.000,2.000,3.000,True
2672,2.000,5.000,1.000,True
2673,4.000,3.000,5.000,True
2674,3.000,1.000,3.000,True
2675,1.000,5.000,2.000,True
2676,5.000,3.000,2.000,True
2677,2.000,2.000,4.000,True
2678,4.000,2.000,4.000,True
2679,5.000,4.000,3.000,True
2680,2.000,4.000,5.000,True
2681,5.000,3.000,3.000,True
2682,3.000,5.000,1.000,True
2683,1.000,3.000,5.000,True
2684,5.000,1.000,5.000,True
2685,3.000,5.000,2.000,True
2686,2.000,5.000,1.000,True
2687,2.000,2.000,5.000,True
2688,4.000,1.000,2.000,True
2689,4.000,5.000,3.000,True
2690,3.000,2.000,5.000,True
2691,5.000,3.000,3.000,True
2692,3.000,5.000,4.000,True
2693,1.000,3.000,5.000,True
2694,5.000,4.000,2.000,True
2695,5.000,5.000,5.000,True
2696,2.000,2.000,1.000,True
2697,1.000,5.000,3.000,True
2698,5.000,1.000,5.000,True
2699,2.000,3.000,3.000,True
2700,3.000,5.000,5.000,True
2701,5.000,3.000,2.000,True
2702,3.000,5.000,4.000,True
2703,4.000,2.000,3.000,True
2704,5.000,4.000,1.000,True
2705,2.000,3.000,5.000,True
2706,5.000,1.000,2.000,True
2707,1.000,5.000,4.000,True
2708,3.000,2.000,5.000,True
2709,5.000,4.000,2.000,True
2710,3.000,5.000,5.000,False
2711,5.000,2.000,3.000,True
2712,2.000,5.000,1.000,False
2713,4.000,3.000,5.000,True
2714,3.000,1.000,3.000,True
2715,1.000,5.000,2.000,False
2716,5.000,3.000,2.000,True
2717,2.000,2.000,4.000,True
2718,4.000,2.000,4.000,True
2719,5.000,4.000,3.000,True
2720,2.000,4.000,5.000,False
2721,5.000,3.000,3.000,True
2722,3.000,5.000,1.000,True
2723,1.000,3.000,5.000,True
2724,5.000,1.000,5.000,False
2725,3.000,5.000,2.000,True
2726,2.000,5.000,1.000,True
2727,2.000,2.000,5.000,True
2728,4.000,1.000,2.000,True
2729,4.000,5.000,3.000,False
2730,3.000,2.000,5.000,True
2731,5.000,3.000,3.000,True
2732,3.000,5.000,4.000,True
2733,1.000,3.000,5.000,True
2734,5.000,4.000,2.000,False
2735,5.000,5.000,5.000,True
2736,2.000,2.000,1.000,True
2737,1.000,5.000,3.000,True
2738,5.000,1.000,5.000,True
2739,2.000,3.000,3.000,True
2740,3.000,5.000,5.000,True
2741,5.000,3.000,2.000,False
2742,3.000,5.000,4.000,True
2743,4.000,2.000,3.000,True
2744,5.000,4.000,1.000,True
2745,2.000,3.000,5.000,True
2746,5.000,1.000,2.000,True
2747,1.000,5.000,4.000,True
2748,3.000,2.000,5.000,True
2749,5.000,4.000,2.000,True
2750,3.000,5.000,5.000,False
2751,5.000,2.000,3.000,True
2752,2.000,5.000,1.000,False
2753,4.000,3.000,5.000,True
2754,3.000,1.000,3.000,True
2755,1.000,5.000,2.000,False
2756,5.000,3.000,2.000,True
2757,2.000,2.000,4.000,True
2758,4.000,2.000,4.000,True
2759,5.000,4.000,3.000,True
2760,2.000,4.000,5.000,False
2761,5.000,3.000,3.000,True
2762,3.000,5.000,1.000,True
2763,1.000,3.000,5.000,True
2764,5.000,1.000,5.000,False
2765,3.000,5.000,2.000,True
2766,2.000,5.000,1.000,True
2767,2.000,2.000,5.000,True
2768,4.000,1.000,2.000,True
2769,4.000,5.000,3.000,False
2770,3.000,2.000,5.000,True
2771,5.000,3.000,3.000,True
2772,3.000,5.000,4.000,True
2773,1.000,3.000,5.000,True
2774,5.000,4.000,2.000,False
2775,5.000,5.000,5.000,True
2776,2.000,2.000,1.000,True
2777,1.000,5.000,3.000,True
2778,5.000,1.000,5.000,True
2779,2.000,3.000,3.000,True
2780,3.000,5.000,5.000,True
2781,3.000,3.000,2.000,False
2782,5.000,5.000,4.000,True
2783,3.000,2.000,3.000,True
2784,4.000,4.000,1.000,True
2785,5.000,3.000,5.000,True
2786,2.000,1.000,2.000,True
2787,5.000,5.000,4.000,True
2788,1.000,2.000,5.000,True
2789,3.000,4.000,2.000,True
2790,5.000,5.000,5.000,False
2791,3.000,2.000,3.000,True
2792,5.000,5.000,1.000,False
2793,2.000,3.000,5.000,True
2794,4.000,1.000,3.000,True
2795,3.000,5.000,2.000,False
2796,1.000,3.000,2.000,True
2797,5.000,2.000,4.000,True
2798,2.000,2.000,4.000,True
2799,4.000,4.000,3.000,True
2800,5.000,4.000,5.000,False
2801,2.000,3.000,3.000,True
2802,5.000,5.000,1.000,True
2803,3.000,3.000,5.000,True
2804,1.000,1.000,5.000,False
2805,5.000,5.000,2.000,True
2806,3.000,5.000,1.000,True
2807,2.000,2.000,5.000,True
2808,2.000,1.000,2.000,True
2809,4.000,5.000,3.000,False
2810,4.000,2.000,3.000,True
2811,3.000,3.000,3.000,True
2812,5.000,3.000,3.000,True
2813,3.000,3.000,3.000,True
2814,1.000,3.000,3.000,False
2815,4.000,4.000,4.000,True
2816,3.000,3.000,3.000,True
2817,1.000,1.000,1.000,True
2818,5.000,5.000,5.000,True
2819,2.000,2.000,2.000,True
2820,4.000,4.000,4.000,True
2821,5.000,5.000,5.000,False
2822,2.000,2.000,2.000,True
2823,5.000,5.000,5.000,True
2824,3.000,3.000,3.000,True
2825,1.000,1.000,1.000,True
2826,5.000,5.000,5.000,True
2827,3.000,3.000,3.000,True
2828,2.000,2.000,2.000,True
2829,2.000,2.000,2.000,True
2830,4.000,4.000,4.000,False
2831,4.000,4.000,4.000,True
2832,3.000,3.000,3.000,False
2833,5.000,5.000,5.000,True
2834,3.000,3.000,3.000,True
2835,1.000,1.000,1.000,False
2836,5.000,5.000,5.000,True
2837,5.000,5.000,5.000,True
2838,2.000,2.000,2.000,True
2839,1.000,1.000,1.000,True
2840,5.000,5.000,5.000,False
2841,2.000,2.000,2.000,True
2842,3.000,3.000,3.000,True
2843,5.000,5.000,5.000,True
2844,3.000,3.000,3.000,False
2845,4.000,4.000,4.000,True
2846,5.000,5.000,5.000,True
2847,2.000,2.000,2.000,True
2848,5.000,5.000,5.000,True
2849,1.000,1.000,1.000,False
2850,3.000,3.000,3.000,True
2851,5.000,5.000,5.000,True
2852,3.000,3.000,3.000,True
2853,5.000,5.000,5.000,True
2854,2.000,2.000,2.000,False
2855,4.000,4.000,4.000,True
2856,3.000,3.000,3.000,True
2857,1.000,1.000,1.000,True
2858,5.000,5.000,5.000,True
2859,2.000,2.000,2.000,True
2860,4.000,4.000,4.000,True
2861,5.000,5.000,5.000,False
2862,2.000,2.000,2.000,True
2863,5.000,5.000,5.000,True
2864,3.000,3.000,3.000,True
2865,1.000,1.000,1.000,True
2866,5.000,5.000,5.000,True
2867,3.000,3.000,3.000,True
2868,2.000,2.000,2.000,True
2869,2.000,2.000,2.000,True
2870,4.000,4.000,4.000,False
2871,4.000,4.000,4.000,True
2872,3.000,3.000,3.000,False
2873,5.000,5.000,5.000,True
2874,3.000,3.000,3.000,True
2875,4.000,4.000,4.000,False
2876,3.000,3.000,3.000,True
2877,1.000,1.000,1.000,True
2878,5.000,5.000,5.000,True
2879,2.000,2.000,2.000,True
2880,4.000,4.000,4.000,False
2881,5.000,5.000,5.000,True
2882,2.000,2.000,2.000,True
2883,5.000,5.000,5.000,True
2884,3.000,3.000,3.000,False
2885,1.000,1.000,1.000,True
2886,5.000,5.000,5.000,True
2887,3.000,3.000,3.000,True
2888,2.000,2.000,2.000,True
2889,2.000,2.000,2.000,False
2890,4.000,4.000,4.000,True
2891,4.000,4.000,4.000,True
2892,3.000,3.000,3.000,True
2893,5.000,5.000,5.000,True
2894,3.000,3.000,3.000,False
2895,1.000,1.000,1.000,True
2896,5.000,5.000,5.000,True
2897,5.000,5.000,5.000,True
2898,2.000,2.000,2.000,True
2899,1.000,1.000,1.000,True
2900,5.000,5.000,5.000,True
2901,2.000,2.000,2.000,False
2902,3.000,3.000,3.000,True
2903,5.000,5.000,5.000,True
2904,3.000,3.000,3.000,True
2905,4.000,4.000,4.000,True
2906,5.000,5.000,5.000,True
2907,2.000,2.000,2.000,True
2908,5.000,5.000,5.000,True
2909,1.000,1.000,1.000,True
2910,3.000,3.000,3.000,False
2911,5.000,5.000,5.000,True
2912,3.000,3.000,3.000,False
2913,5.000,5.000,5.000,True
2914,2.000,2.000,2.000,True
2915,4.000,4.000,4.000,False
2916,3.000,3.000,3.000,True
2917,1.000,1.000,1.000,True
2918,5.000,5.000,5.000,True
2919,2.000,2.000,2.000,True
2920,4.000,4.000,4.000,False
2921,5.000,5.000,5.000,True
2922,2.000,2.000,2.000,True
2923,5.000,5.000,5.000,True
2924,3.000,3.000,3.000,False
2925,1.000,1.000,1.000,True
2926,5.000,5.000,5.000,True
2927,3.000,3.000,3.000,True
2928,2.000,2.000,2.000,True
2929,2.000,2.000,2.000,False
2930,4.000,4.000,4.000,True
2931,4.000,4.000,4.000,True
2932,3.000,3.000,3.000,True
2933,5.000,5.000,5.000,True
2934,3.000,3.000,3.000,False
2935,1.000,1.000,1.000,True
2936,5.000,5.000,5.000,True
2937,5.000,5.000,5.000,True
2938,2.000,2.000,2.000,True
2939,1.000,1.000,1.000,True
2940,5.000,5.000,5.000,True
2941,2.000,2.000,2.000,False
2942,3.000,3.000,3.000,True
2943,5.000,5.000,5.000,True
2944,3.000,3.000,3.000,True
2945,4.000,4.000,4.000,True
2946,5.000,5.000,5.000,True
2947,2.000,2.000,2.000,True
2948,5.000,5.000,5.000,True
2949,1.000,1.000,1.000,True
2950,3.000,3.000,3.000,False
2951,5.000,5.000,5.000,True
2952,3.000,3.000,3.000,False
2953,5.000,5.000,5.000,True
2954,2.000,2.000,2.000,True
2955,4.000,4.000,4.000,False
2956,3.000,3.000,3.000,True
2957,1.000,1.000,1.000,True
2958,5.000,5.000,5.000,True
2959,2.000,2.000,2.000,True
2960,4.000,4.000,4.000,False
2961,5.000,5.000,5.000,True
2962,2.000,2.000,2.000,True
2963,5.000,5.000,5.000,True
2964,3.000,3.000,3.000,False
2965,1.000,1.000,1.000,True
2966,5.000,5.000,5.000,True
2967,3.000,3.000,3.000,True
2968,2.000,2.000,2.000,True
2969,2.000,2.000,2.000,False
2970,4.000,4.000,4.000,True
2971,4.000,4.000,4.000,True
2972,3.000,3.000,3.000,True
2973,5.000,5.000,5.000,True
2974,3.000,3.000,3.000,False
2975,1.000,1.000,1.000,True
2976,5.000,5.000,5.000,True
2977,5.000,5.000,5.000,True
2978,2.000,2.000,2.000,True
2979,1.000,1.000,1.000,True
2980,5.000,5.000,5.000,True
2981,2.000,2.000,2.000,False
2982,3.000,3.000,3.000,True
2983,5.000,5.000,5.000,True
2984,3.000,3.000,3.000,True
2985,4.000,4.000,4.000,True
2986,5.000,5.000,5.000,True
2987,2.000,2.000,2.000,True
2988,5.000,5.000,5.000,True
2989,1.000,1.000,1.000,True
2990,3.000,3.000,3.000,False
2991,5.000,5.000,5.000,True
2992,3.000,3.000,3.000,False
2993,5.000,5.000,5.000,True
2994,2.000,2.000,2.000,True
2995,4.000,4.000,4.000,False
2996,3.000,3.000,3.000,True
2997,1.000,1.000,1.000,True
2998,5.000,5.000,5.000,True
2999,2.000,2.000,2.000,True
3000,4.000,4.000,4.000,False
3001,5.000,5.000,5.000,True
3002,2.000,2.000,2.000,True
3003,5.000,5.000,5.000,True
3004,3.000,3.000,3.000,False
3005,1.000,1.000,1.000,True
